imf_ccode,year,art8,restrict,flexible,gnpcap,regnorm,gdpgrow,resgdp,bopgdp,useimfcr,surveil,univers,resvol,totvol,tradedep,lastrest,lastrest2,lastrest3,military,termlim,parli,shift_left,leftshift_inc,rightshift_inc,leftshift_exc,rightshift_exc,leftshift_inc_leg,rightshift_inc_leg,leftshift_exc_leg,rightshift_exc_leg,shift_left_fixed,leftrule,l_leftshift_inc,l_rightshift_inc,l_leftshift_exc,l_rightshift_exc,l_leftshift_inc_leg,l_rightshift_inc_leg,l_leftshift_exc_leg,l_rightshift_exc_leg,year2,year3,interact1,interact2,interact3,interact4,interact5
1,1990,0,1,0,524.0156280363672,0,1.3451815042226398,0.22421396587705777,3.231684056332607,0,1,46.05263137817383,-2.5089480876922607,2.8220049401533998,88.2576984499977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3960100,7880599040,0,0,0,0,0
1,1991,0,1,0,1797.224779560075,0,-16.960755608711683,0.2447697265374672,-8.489504561915771,0,1,46.45161056518555,-2.5089480876922607,3.005711626545028,94.21089641393962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3964081,7892485120,0,0,0,0,0
1,1992,0,1,0,-4015.2648015286545,0,5.040112831940768,0.48942362077935175,-13.859834796627169,0,1,45.85987091064453,-2.5089480876922607,2.9181432478771527,111.1506866332002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3968064,7904383488,0,0,0,0,0
1,1993,0,1,1,-1969.822839109816,0,27.000394802159295,0.6910875879620457,17.301868492329813,0,1,44.88636016845703,-2.5089480876922607,3.0909423552625728,161.55183612168068,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3972049,7916293632,0,0,0,0,0
1,1994,0,1,1,-293.5931052995679,12.5,34.98133289581562,0.23549777288285523,-16.89808484361424,0,1,49.162010192871094,-2.5089480876922607,4.107558315975205,93.59081016989406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3976036,7928215552,0,0,0,0,0
1,1995,0,1,1,-5668.516657190887,62.5,12.608171550663208,0.517718046972349,2.730442546931403,0,1,61.11111068725586,-2.5089480876922607,3.0093751191602114,24.14783352559219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980025,7940149760,0,0,0,0,0
1,1996,0,1,1,-9285.1147184693,62.5,38.4538099428341,0.3411299622766434,-14.516898669053461,0,1,74.5762710571289,-2.5089480876922607,1.6938868836052552,120.86522181787748,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984016,7952095744,0,0,0,0,0
1,1997,0,1,1,2578.4489769301667,62.5,39.25627616480519,0.3212560923750592,19.080903511415872,0,1,77.65363311767578,-2.5089480876922607,3.4682454740970505,182.80909477291576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988009,7964054016,0,0,0,0,0
2,1967,0,1,0,270,0,9.448819160461426,0.10696420073509216,2.077296018600464,0,0,29.41176986694336,-3.2456228733062744,3.956526041030884,44.96052169799805,0,0,0,1.2198673489834626,-0.16015402187429828,-0.5352112993287372,-0.17137577106272545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3869089,7610498048,NA,NA,NA,NA,NA
2,1968,0,1,0,300,0,-4.028777122497559,0.13754339516162872,-1.7267160415649414,0,0,31.730770111083984,-3.2456228733062744,3.956526041030884,57.366634368896484,0,0,0,0.23456246948520443,0.3516453748317511,0.18535014760901866,0.484146597292076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3873024,7622111232,NA,NA,NA,NA,NA
2,1969,0,1,0,330,0,8.441558837890625,0.09653860330581665,-5.950501918792725,0,0,33.9622688293457,-3.2456228733062744,3.956526041030884,58.62846374511719,0,0,0,0.17213378217421715,0.4094833652791456,0.37790826837711566,-0.26758538191148623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3876961,7633736192,NA,NA,NA,NA,NA
2,1970,0,1,0,360,0,8.862275123596191,0.07216700166463852,-3.336064100265503,0,0,33.02751922607422,-3.2456228733062744,3.956526041030884,53.60240173339844,0,0,0,0.15576669807597032,0.2909432930688302,-0.07719570002340603,0.2185046989271719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880900,7645372928,NA,NA,NA,NA,NA
