epoch,step,train_loss,val_loss
0,49,0.46108952164649963,
0,99,0.37426483631134033,
0,149,0.40337300300598145,
0,162,,0.3685183823108673
1,199,0.35117918252944946,
1,249,0.34431785345077515,
1,299,0.35196202993392944,
1,325,,0.35037338733673096
2,349,0.3680918514728546,
2,399,0.35285308957099915,
2,449,0.3361210227012634,
2,488,,0.3406488001346588
3,499,0.3108183741569519,
3,549,0.31819623708724976,
3,599,0.3546699583530426,
3,649,0.3094405233860016,
3,651,,0.3330852687358856
4,699,0.33795368671417236,
4,749,0.309905081987381,
4,799,0.32503578066825867,
4,814,,0.32680222392082214
5,849,0.32442787289619446,
5,899,0.3083040416240692,
5,949,0.3227521777153015,
5,977,,0.32159343361854553
6,999,0.3431065082550049,
6,1049,0.3227418065071106,
6,1099,0.3502103388309479,
6,1140,,0.3166550099849701
7,1149,0.3130621910095215,
7,1199,0.2991475760936737,
7,1249,0.3209378719329834,
7,1299,0.3206278085708618,
7,1303,,0.31273153424263
8,1349,0.28784817457199097,
8,1399,0.32121288776397705,
8,1449,0.28973013162612915,
8,1466,,0.3088197410106659
9,1499,0.3300422132015228,
9,1549,0.31130173802375793,
9,1599,0.2810900807380676,
9,1629,,0.3056970536708832
10,1649,0.2783535122871399,
10,1699,0.2772808074951172,
10,1749,0.2969534397125244,
10,1792,,0.30254220962524414
11,1799,0.3031404912471771,
11,1849,0.30464407801628113,
11,1899,0.2907889187335968,
11,1949,0.29369765520095825,
11,1955,,0.300624281167984
12,1999,0.3154016137123108,
12,2049,0.2814176082611084,
12,2099,0.29704946279525757,
12,2118,,0.2990375757217407
13,2149,0.2919977903366089,
13,2199,0.2798764705657959,
13,2249,0.2576964199542999,
13,2281,,0.296697199344635
14,2299,0.266140341758728,
14,2349,0.3326588571071625,
14,2399,0.29592978954315186,
14,2444,,0.29518768191337585
15,2449,0.3259490430355072,
15,2499,0.2628796696662903,
15,2549,0.3042375445365906,
15,2599,0.2844459116458893,
15,2607,,0.29344847798347473
16,2649,0.28084710240364075,
16,2699,0.28347253799438477,
16,2749,0.32088351249694824,
16,2770,,0.2919331192970276
17,2799,0.25225111842155457,
17,2849,0.270593523979187,
17,2899,0.3233882188796997,
17,2933,,0.29071149230003357
18,2949,0.2652410566806793,
18,2999,0.29635363817214966,
18,3049,0.2690424621105194,
18,3096,,0.2898557186126709
19,3099,0.3127996027469635,
19,3149,0.2658607065677643,
19,3199,0.28265735507011414,
19,3249,0.26548096537590027,
19,3259,,0.2886579930782318
20,3299,0.3177362084388733,
20,3349,0.27695977687835693,
20,3399,0.2890315353870392,
20,3422,,0.28820279240608215
21,3449,0.31857776641845703,
21,3499,0.253248393535614,
21,3549,0.2840937077999115,
21,3585,,0.2884516417980194
22,3599,0.26767632365226746,
22,3649,0.2819206118583679,
22,3699,0.26252585649490356,
22,3748,,0.2864074409008026
23,3749,0.2796051502227783,
23,3799,0.298187792301178,
23,3849,0.28632739186286926,
23,3899,0.28038251399993896,
23,3911,,0.2858044505119324
24,3949,0.31484800577163696,
24,3999,0.2939510643482208,
24,4049,0.2976761758327484,
24,4074,,0.2858535051345825
25,4099,0.2627463936805725,
25,4149,0.2481723427772522,
25,4199,0.27759411931037903,
25,4237,,0.2843044102191925
26,4249,0.2950860857963562,
26,4299,0.2839992940425873,
26,4349,0.24774609506130219,
26,4399,0.26424890756607056,
26,4400,,0.2844473719596863
27,4449,0.2847021520137787,
27,4499,0.30620285868644714,
27,4549,0.29231420159339905,
27,4563,,0.28352153301239014
28,4599,0.2884141802787781,
28,4649,0.26026928424835205,
28,4699,0.24302378296852112,
28,4726,,0.2831933796405792
29,4749,0.2636955678462982,
29,4799,0.2851329445838928,
29,4849,0.28048616647720337,
29,4889,,0.2825758755207062
