epoch,step,train_loss,val_loss
0,49,0.28610700368881226,
0,99,0.185954287648201,
0,149,0.17849701642990112,
0,199,0.16130903363227844,
0,249,0.16691642999649048,
0,299,0.16233491897583008,
0,349,0.15434907376766205,
0,399,0.1458500325679779,
0,449,0.14692732691764832,
0,499,0.14099858701229095,
0,549,0.15764373540878296,
0,599,0.1395805925130844,
0,649,0.14154213666915894,
0,699,0.13043776154518127,
0,749,0.14066047966480255,
0,799,0.1406475007534027,
0,849,0.14743578433990479,
0,899,0.13735897839069366,
0,903,,0.14183305203914642
1,949,0.1398639678955078,
1,999,0.14283841848373413,
1,1049,0.14721761643886566,
1,1099,0.13509425520896912,
1,1149,0.13326489925384521,
1,1199,0.13680170476436615,
1,1249,0.13921062648296356,
1,1299,0.13386030495166779,
1,1349,0.14539562165737152,
1,1399,0.13480250537395477,
1,1449,0.14855118095874786,
1,1499,0.13939765095710754,
1,1549,0.13421298563480377,
1,1599,0.12205500900745392,
1,1649,0.13035987317562103,
1,1699,0.1300646960735321,
1,1749,0.13376568257808685,
1,1799,0.13196349143981934,
1,1807,,0.13326534628868103
2,1849,0.1372186541557312,
2,1899,0.13584493100643158,
2,1949,0.12835544347763062,
2,1999,0.12888798117637634,
2,2049,0.13547545671463013,
2,2099,0.12192514538764954,
2,2149,0.13393113017082214,
2,2199,0.12752316892147064,
2,2249,0.12998895347118378,
2,2299,0.12383081763982773,
2,2349,0.1230698898434639,
2,2399,0.1270601898431778,
2,2449,0.131258025765419,
2,2499,0.12448692321777344,
2,2549,0.12601585686206818,
2,2599,0.13156546652317047,
2,2649,0.1317940652370453,
2,2699,0.12751290202140808,
2,2711,,0.13126777112483978
3,2749,0.12829191982746124,
3,2799,0.13353070616722107,
3,2849,0.12483859062194824,
3,2899,0.1263616383075714,
3,2949,0.1266786754131317,
3,2999,0.13087551295757294,
3,3049,0.13111689686775208,
3,3099,0.13455939292907715,
3,3149,0.13524219393730164,
3,3199,0.12692290544509888,
3,3249,0.12904007732868195,
3,3299,0.12425990402698517,
3,3349,0.13747547566890717,
3,3399,0.13259892165660858,
3,3449,0.12739324569702148,
3,3499,0.12446750700473785,
3,3549,0.12597651779651642,
3,3599,0.13019895553588867,
3,3615,,0.12844990193843842
4,3649,0.13431479036808014,
4,3699,0.1306045800447464,
4,3749,0.1294398307800293,
4,3799,0.1336362659931183,
4,3849,0.12966696918010712,
4,3899,0.12519805133342743,
4,3949,0.12615011632442474,
4,3999,0.13732390105724335,
4,4049,0.13388217985630035,
4,4099,0.12549176812171936,
4,4149,0.1216144785284996,
4,4199,0.12652131915092468,
4,4249,0.12598371505737305,
4,4299,0.12871377170085907,
4,4349,0.12318377941846848,
4,4399,0.13400691747665405,
4,4449,0.13566048443317413,
4,4499,0.11543714255094528,
4,4519,,0.12685813009738922
5,4549,0.12489558756351471,
5,4599,0.13601134717464447,
5,4649,0.13043451309204102,
5,4699,0.12360093742609024,
5,4749,0.12410715222358704,
5,4799,0.13265521824359894,
5,4849,0.12920524179935455,
5,4899,0.12675203382968903,
5,4949,0.1267571747303009,
5,4999,0.12901926040649414,
5,5049,0.12248319387435913,
5,5099,0.13029275834560394,
5,5149,0.12234371155500412,
5,5199,0.12465545535087585,
5,5249,0.1227698028087616,
5,5299,0.125822052359581,
5,5349,0.11955652385950089,
5,5399,0.12514138221740723,
5,5423,,0.12635651230812073
6,5449,0.12786677479743958,
6,5499,0.12101822346448898,
6,5549,0.11716359108686447,
6,5599,0.13065120577812195,
6,5649,0.12378609925508499,
6,5699,0.13978105783462524,
6,5749,0.12769892811775208,
6,5799,0.13121283054351807,
6,5849,0.129326730966568,
6,5899,0.11961715668439865,
6,5949,0.1294761300086975,
6,5999,0.12068993598222733,
6,6049,0.12321711331605911,
6,6099,0.12339019775390625,
6,6149,0.12831202149391174,
6,6199,0.1300342082977295,
6,6249,0.11858212202787399,
6,6299,0.12097623944282532,
6,6327,,0.12540589272975922
7,6349,0.12976054847240448,
7,6399,0.1223670244216919,
7,6449,0.12414509803056717,
7,6499,0.1208077073097229,
7,6549,0.1372484415769577,
7,6599,0.12036975473165512,
7,6649,0.12430055439472198,
7,6699,0.1236310675740242,
7,6749,0.13214591145515442,
7,6799,0.12696239352226257,
7,6849,0.12798699736595154,
7,6899,0.1251104772090912,
7,6949,0.12886403501033783,
7,6999,0.12513066828250885,
7,7049,0.12735110521316528,
7,7099,0.1252051293849945,
7,7149,0.1280842125415802,
7,7199,0.11834487318992615,
7,7231,,0.12635670602321625
8,7249,0.13239896297454834,
8,7299,0.12854522466659546,
8,7349,0.12335579842329025,
8,7399,0.1286887526512146,
8,7449,0.11875428259372711,
8,7499,0.12408491969108582,
8,7549,0.12548641860485077,
8,7599,0.12674185633659363,
8,7649,0.12504278123378754,
8,7699,0.1299918293952942,
8,7749,0.13193444907665253,
8,7799,0.12092750519514084,
8,7849,0.13253438472747803,
8,7899,0.12566569447517395,
8,7949,0.11601386964321136,
8,7999,0.12192265689373016,
8,8049,0.11825476586818695,
8,8099,0.11712218075990677,
8,8135,,0.12450377643108368
9,8149,0.13038857281208038,
9,8199,0.12877467274665833,
9,8249,0.12276530265808105,
9,8299,0.11597148329019547,
9,8349,0.11361061781644821,
9,8399,0.12258409708738327,
9,8449,0.13191480934619904,
9,8499,0.12745516002178192,
9,8549,0.12409912794828415,
9,8599,0.12315794825553894,
9,8649,0.12207958847284317,
9,8699,0.126277893781662,
